flag,filename,malware,ip,long_domain,port,blank_href 
n,021937,0,0,0,1,0
n,021938,0,0,0,1,6
n,021939,0,0,0,1,0
n,021940,0,0,0,1,0
n,021941,0,0,0,1,6
n,021942,0,0,0,1,0
n,021943,0,0,0,1,0
n,021944,0,0,0,1,4
n,021945,0,0,0,1,2
n,021946,1,0,0,1,4
n,021947,0,0,0,1,2
n,021948,0,0,0,1,8
n,021949,0,0,0,1,0
n,021950,0,0,0,1,1
n,021951,0,0,0,1,0
n,021952,0,0,0,1,0
n,021953,0,0,0,1,8
n,021954,0,0,0,1,0
n,021955,0,0,0,1,0
n,021956,0,0,0,1,7
d,021957,5,0,0,1,0
n,021958,0,1,0,1,0
n,021959,0,0,0,1,14
n,021960,0,0,0,1,0
n,021961,2,0,0,1,2
n,021962,0,0,0,1,0
n,021963,0,0,0,1,13
n,021964,0,0,0,1,0
n,021965,0,0,0,1,0
n,021966,0,0,0,1,0
n,021967,0,0,0,1,0
n,021968,0,0,0,1,10
n,021969,0,0,0,1,2
n,021970,0,0,0,1,0
n,021971,0,0,0,1,1
n,021972,0,0,0,1,0
n,021973,0,0,0,1,7
n,021974,0,0,0,1,0
n,021975,0,0,0,1,1
n,021976,0,0,0,1,3
n,021977,0,0,0,1,1
n,021978,0,0,0,1,0
n,021979,0,0,0,1,1
n,021980,0,0,0,1,1
n,021981,0,0,0,1,9
n,021982,0,0,0,1,0
n,021983,0,0,0,1,0
n,021984,0,0,0,1,0
n,021985,0,0,0,1,2
n,021986,0,0,0,1,4
n,021987,0,0,0,1,0
n,021988,0,0,0,1,0
n,021989,0,0,0,1,6
n,021990,0,0,0,1,0
n,021991,0,0,0,1,3
n,021992,0,0,0,1,0
n,021993,0,0,0,1,0
n,021994,0,0,0,1,2
n,021995,0,0,0,1,2
n,021996,0,0,0,1,8
n,021997,0,1,0,1,0
n,021998,0,0,0,1,0
n,021999,2,0,0,1,2
n,022000,0,0,0,1,0
n,022001,1,0,0,1,20
n,022002,0,0,0,1,6
n,022003,0,0,0,1,0
n,022004,0,0,0,1,0
n,022005,0,0,0,1,0
n,022006,0,0,0,1,0
n,022007,0,0,0,1,0
n,022008,0,0,0,1,1
n,022009,0,0,0,1,0
n,022010,0,0,0,1,1
n,022011,0,0,0,1,2
n,022012,0,0,0,1,0
n,022013,0,0,0,1,15
n,022014,0,0,0,1,0
n,022015,0,0,0,1,0
n,022016,0,0,0,1,1
n,022017,0,0,0,1,0
n,022018,0,0,0,1,0
n,022019,0,0,0,1,9
n,022020,0,0,0,1,0
n,022021,0,0,0,1,2
n,022022,0,0,0,1,0
n,022023,0,0,0,1,17
n,022024,0,0,0,1,0
n,022025,0,0,0,1,0
n,022026,0,0,0,1,0
n,022027,0,0,0,1,4
n,022028,0,0,0,1,0
n,022029,0,0,0,1,0
n,022030,0,0,0,1,0
n,022031,0,0,0,1,0
n,022032,0,0,0,1,0
n,022033,0,0,0,1,1
n,022034,0,0,0,1,0
n,022035,0,0,0,1,0
n,022036,0,0,0,1,0
n,022037,0,0,0,1,0
n,022038,0,0,0,1,0
n,022039,0,0,0,1,4
n,022040,0,0,0,1,0
n,022041,0,0,0,1,17
n,022042,0,0,0,1,0
n,022043,0,0,0,1,1
n,022044,0,0,0,1,0
n,022045,0,0,0,1,2
n,022046,0,0,0,1,0
n,022047,0,0,0,1,0
n,022048,0,0,0,1,0
n,022049,0,0,0,1,6
n,022050,0,0,0,1,1
n,022051,0,0,0,1,0
n,022052,0,0,0,1,4
n,022053,0,0,0,1,0
n,022054,0,0,0,1,0
n,022055,0,0,0,1,0
n,022056,0,0,0,1,0
d,022057,7,0,0,1,0
n,022058,0,0,0,1,10
n,022059,0,0,0,1,0
n,022060,0,0,0,1,1
n,022061,0,0,0,1,0
n,022062,0,0,0,1,0
n,022063,0,0,0,1,3
n,022064,0,0,0,1,0
n,022065,0,0,0,1,0
n,022066,0,0,0,1,7
n,022067,0,0,0,1,0
n,022068,0,0,0,1,0
n,022069,0,0,0,1,4
n,022070,0,0,0,1,0
n,022071,0,0,0,1,0
n,022072,0,0,0,1,0
n,022073,0,0,0,1,0
n,022074,0,0,0,1,1
n,022075,0,0,0,1,5
n,022076,0,0,0,1,20
n,022077,0,0,0,1,16
n,022078,0,0,0,1,0
n,022079,0,0,1,1,2
n,022080,0,0,0,1,0
n,022081,0,0,0,1,0
n,022082,0,0,0,1,2
n,022083,0,0,0,1,0
n,022084,0,0,0,1,1
n,022085,0,0,0,1,0
n,022086,1,0,0,1,26
n,022087,0,0,0,1,0
n,022088,0,0,0,1,5
n,022089,0,0,0,1,0
n,022090,0,0,0,1,8
n,022091,0,0,0,1,0
n,022092,1,0,0,1,0
n,022093,0,0,0,1,3
n,022094,0,0,0,1,0
n,022095,0,0,0,1,2
n,022096,0,0,0,1,14
n,022097,0,0,0,1,5
n,022098,0,0,0,1,0
n,022099,0,0,0,1,1
n,022100,0,0,0,1,1
n,022101,0,0,0,1,6
n,022102,0,0,0,1,1
n,022103,0,0,0,1,0
n,022104,0,0,0,1,0
n,022105,0,0,0,1,8
n,022106,0,0,0,1,0
n,022107,0,0,0,1,2
p,022108,0,0,1,1,0
n,022109,0,0,1,1,0
n,022110,0,0,0,1,0
n,022111,0,0,0,1,1
n,022112,0,0,0,1,7
n,022113,0,0,0,1,0
n,022114,0,0,0,1,3
n,022115,0,0,0,1,0
n,022116,0,0,0,1,12
n,022117,0,0,0,1,8
n,022118,0,0,0,1,18
n,022119,0,0,0,1,3
n,022120,0,0,0,1,32
n,022121,1,0,0,1,0
n,022122,1,0,0,1,2
n,022123,0,0,0,1,1
n,022124,0,0,0,1,2
n,022125,0,0,0,1,0
n,022126,0,0,0,1,3
n,022127,2,0,0,1,2
n,022128,0,0,1,1,0
n,022129,0,0,0,1,0
n,022130,0,0,0,1,1
n,022131,0,0,0,1,1
n,022132,0,0,0,1,0
n,022133,0,0,0,1,0
n,022134,0,0,0,1,2
n,022135,0,0,0,1,10
n,022136,0,0,0,1,4
n,022137,0,0,0,1,1
n,022138,1,0,0,1,2
n,022139,0,0,0,1,1
n,022140,0,0,0,1,12
n,022141,0,0,0,1,0
n,022142,0,0,0,1,0
n,022143,0,0,0,1,0
n,022144,0,0,0,1,1
n,022145,0,0,0,1,0
n,022146,0,0,0,1,3
n,022147,0,0,0,1,7
n,022148,0,0,0,1,2
n,022149,0,0,0,1,0
n,022150,0,0,0,1,0
n,022151,0,0,0,1,0
n,022152,0,0,0,1,1
n,022153,0,0,0,1,0
n,022154,0,0,0,1,1
n,022155,0,0,0,1,0
n,022156,0,0,0,1,3
n,022157,0,0,0,1,0
n,022158,1,0,0,1,2
n,022159,0,0,0,1,0
n,022160,0,0,0,1,5
n,022161,0,0,0,1,10
n,022162,0,0,0,1,0
n,022163,0,0,1,1,0
n,022164,0,0,0,1,29
n,022165,0,0,0,1,26
n,022166,0,0,0,1,0
n,022167,0,0,0,1,5
n,022168,0,0,0,1,0
n,022169,0,0,0,1,3
n,022170,0,0,0,1,3
n,022171,0,0,0,1,0
n,022172,0,0,0,1,1
n,022173,0,0,0,1,7
n,022174,0,0,0,1,0
n,022175,0,0,0,1,2
n,022176,0,0,0,1,0
n,022177,0,0,0,1,0
n,022178,0,0,0,1,0
n,022179,0,0,0,1,0
n,022180,0,0,0,1,0
n,022181,0,0,0,1,0
n,022182,0,0,0,1,20
n,022183,0,0,0,1,0
n,022184,0,0,0,1,0
n,022185,0,0,0,1,5
n,022186,0,0,0,1,0
n,022187,0,0,0,1,2
n,022188,0,0,0,1,0
n,022189,0,0,1,1,0
n,022190,0,0,0,1,2
n,022191,0,0,0,1,1
n,022192,0,0,0,1,57
n,022193,0,0,0,1,0
n,022194,0,0,0,1,2
n,022195,0,0,0,1,23
n,022196,0,0,0,1,0
n,022197,0,0,0,1,13
n,022198,0,0,0,1,0
n,022199,0,0,0,1,23
n,022200,0,0,0,1,0
n,022201,0,0,0,1,0
n,022202,0,0,0,1,2
n,022203,0,0,0,1,0
n,022204,0,0,0,1,23
n,022205,0,0,0,1,0
n,022206,0,0,0,1,20
n,022207,0,0,0,1,0
n,022208,0,0,0,1,0
n,022209,0,0,0,1,0
n,022210,0,0,0,1,3
d,022211,2,0,0,1,0
n,022212,0,0,0,1,0
n,022213,0,0,0,1,0
n,022214,0,0,0,1,0
n,022215,0,0,0,1,1
n,022216,0,0,0,1,1
n,022217,0,0,0,1,0
n,022218,0,0,0,1,0
n,022219,0,0,0,1,0
n,022220,0,0,0,1,0
n,022221,0,0,0,1,0
n,022222,0,0,0,1,15
n,022223,0,0,0,1,1
n,022224,0,0,0,1,0
n,022225,0,0,0,1,0
n,022226,0,0,0,1,0
n,022227,0,0,0,1,0
n,022228,0,0,0,1,28
n,022229,0,0,0,1,20
n,022230,0,0,0,1,10
n,022231,0,0,0,1,6
n,022232,0,0,0,1,0
n,022233,0,0,0,1,0
n,022234,0,0,0,1,16
n,022235,0,0,0,1,6
n,022236,0,0,0,1,17
n,022237,0,0,0,1,0
n,022238,0,0,0,1,0
n,022239,0,0,0,1,0
n,022240,0,0,0,1,0
n,022241,0,0,0,1,1
n,022242,0,0,0,1,0
n,022243,0,0,0,1,5
n,022244,0,0,0,1,39
n,022245,0,0,0,1,3
n,022246,0,0,0,1,0
n,022247,0,0,0,1,0
n,022248,0,0,0,1,0
n,022249,0,0,0,1,0
n,022250,0,0,0,1,0
n,022251,0,0,0,1,0
n,022252,0,0,0,1,0
n,022253,0,0,0,1,0
n,022254,0,0,0,1,9
n,022255,0,0,0,1,3
n,022256,0,0,0,1,5
n,022257,0,0,0,1,0
n,022258,0,0,0,1,9
n,022259,0,0,0,1,1
n,022260,0,0,0,1,0
n,022261,0,0,0,1,0
n,022262,0,0,0,1,0
n,022263,0,0,0,1,1
n,022264,0,0,0,1,11
n,022265,0,0,0,1,0
n,022266,1,0,0,1,2
n,022267,0,0,0,1,65
n,022268,0,0,0,1,119
n,022269,0,0,0,1,0
n,022270,0,0,0,1,0
n,022271,0,0,0,1,1
n,022272,0,0,0,1,0
n,022273,0,0,0,1,6
n,022274,0,0,0,1,0
n,022275,0,0,0,1,0
n,022276,0,0,0,1,0
n,022277,0,0,0,1,26
n,022278,0,0,0,1,0
n,022279,0,0,0,1,1
n,022280,0,0,0,1,0
n,022281,0,0,0,1,0
n,022282,0,0,0,1,8
n,022283,0,0,0,1,0
n,022284,0,0,0,1,0
n,022285,0,0,0,1,54
n,022286,0,0,0,1,0
n,022287,0,0,0,1,1
n,022288,0,0,0,1,1
n,022289,0,0,0,1,0
n,022290,0,0,0,1,0
n,022291,0,0,0,1,0
n,022292,0,0,0,1,0
n,022293,0,0,0,1,0
n,022294,0,0,0,1,0
n,022295,0,0,0,1,0
n,022296,0,0,0,1,0
n,022297,0,0,0,1,0
n,022298,0,0,0,1,0
n,022299,0,0,0,1,0
n,022300,0,0,0,1,0
n,022301,0,0,0,1,0
n,022302,0,0,0,1,0
n,022303,0,0,0,1,2
n,022304,0,0,0,1,0
n,022305,0,0,0,1,35
n,022306,0,0,0,1,0
n,022307,0,0,0,1,4
n,022308,0,0,0,1,1
n,022309,0,0,0,1,0
n,022310,0,0,0,1,0
n,022311,0,0,0,1,0
n,022312,0,0,0,1,0
n,022313,0,0,0,1,0
n,022314,0,0,0,1,0
n,022315,0,0,0,1,0
n,022316,0,0,0,1,1
n,022317,0,0,0,1,1
n,022318,0,0,0,1,0
n,022319,0,0,0,1,0
n,022320,0,0,0,1,0
n,022321,0,0,0,1,1
n,022322,0,0,0,1,1
n,022323,0,0,0,1,0
n,022324,0,0,0,1,0
n,022325,0,0,0,1,0
n,022326,0,0,0,1,2
n,022327,0,0,0,1,3
n,022328,0,0,0,1,0
n,022329,0,0,0,1,1
n,022330,0,0,0,1,58
n,022331,0,0,0,1,6
n,022332,0,0,0,1,7
n,022333,0,0,0,1,0
n,022334,0,0,0,1,0
n,022335,0,0,0,1,1
n,022336,0,0,0,1,2
n,022337,0,0,0,1,4
n,022338,0,0,0,1,0
n,022339,0,0,0,1,1
n,022340,0,0,0,1,54
n,022341,0,0,0,1,0
n,022342,0,0,0,1,0
n,022343,0,0,0,1,0
n,022344,0,0,0,1,0
n,022345,0,0,0,1,0
n,022346,0,0,0,1,0
n,022347,0,0,0,1,23
n,022348,0,0,0,1,0
n,022349,0,0,0,1,0
n,022350,0,0,0,1,2
n,022351,0,0,0,1,0
n,022352,0,0,0,1,0
n,022353,0,0,0,1,0
n,022354,1,0,0,1,21
n,022355,0,0,0,1,8
n,022356,0,0,0,1,6
n,022357,0,0,0,1,0
n,022358,0,0,0,1,2
n,022359,0,0,0,1,1
n,022360,1,0,0,1,1
n,022361,0,0,0,1,0
n,022362,0,0,0,1,0
n,022363,0,0,0,1,0
n,022364,0,0,0,1,0
n,022365,0,0,0,1,23
n,022366,0,0,0,1,1
n,022367,0,0,0,1,101
n,022368,0,0,0,1,0
n,022369,0,0,0,1,20
n,022370,0,0,0,1,0
n,022371,0,0,0,1,0
n,022372,0,0,0,1,0
n,022373,0,0,0,1,1
n,022374,0,0,0,1,0
n,022375,0,0,0,1,0
n,022376,0,0,0,1,0
n,022377,0,0,0,1,0
n,022378,0,0,0,1,0
n,022379,0,0,0,1,1
n,022380,2,0,0,1,6
n,022381,0,0,0,1,2
n,022382,0,0,0,1,0
n,022383,0,0,0,1,2
n,022384,0,0,0,1,1
n,022385,0,0,0,1,0
n,022386,1,0,0,1,0
n,022387,0,0,0,1,3
n,022388,0,0,0,1,8
n,022389,1,0,0,1,0
n,022390,0,0,0,1,1
n,022391,0,0,0,1,1
n,022392,0,0,0,1,0
n,022393,0,0,0,1,1
n,022394,0,0,0,1,0
d,022395,0,0,0,1,0
n,022396,0,0,0,1,2
n,022397,0,0,0,1,0
n,022398,0,0,0,1,21
n,022399,0,0,0,1,0
n,022400,0,0,0,1,6
n,022401,1,0,0,1,0
n,022402,0,0,0,1,7
n,022403,0,0,0,1,5
n,022404,0,0,0,1,0
n,022405,0,0,0,1,0
n,022406,0,0,0,1,0
n,022407,0,0,0,1,0
n,022408,0,0,0,1,3
n,022409,0,0,0,1,0
n,022410,0,0,0,1,0
n,022411,0,0,0,1,0
n,022412,0,0,0,1,0
n,022413,0,0,1,1,0
n,022414,0,0,0,1,0
n,022415,1,0,0,1,3
n,022416,0,0,0,1,0
n,022417,2,0,0,1,1
n,022418,0,0,0,1,0
n,022419,0,0,0,1,0
n,022420,0,0,0,1,2
n,022421,0,0,0,1,0
n,022422,0,0,0,1,2
n,022423,0,0,0,1,0
n,022424,0,0,0,1,0
n,022425,0,0,0,1,0
n,022426,0,0,0,1,0
n,022427,0,0,0,1,1
n,022428,0,0,0,1,2
n,022429,0,0,0,1,1
n,022430,0,0,0,1,0
n,022431,0,0,0,1,0
n,022432,1,0,0,1,1
n,022433,0,0,0,1,0
n,022434,0,0,0,1,0
n,022435,0,0,0,1,0
d,022436,2,0,0,1,0
n,022437,1,0,0,1,26
n,022438,0,0,0,1,15
n,022439,0,0,0,1,0
n,022440,0,0,0,1,10
n,022441,0,0,0,1,0
n,022442,0,0,0,1,0
n,022443,0,0,0,1,9
n,022444,0,0,0,1,26
n,022445,0,0,0,1,1
n,022446,0,0,0,1,0
n,022447,0,0,0,1,0
n,022448,0,0,0,1,0
n,022449,0,0,0,1,1
n,022450,0,0,0,1,0
n,022451,0,0,0,1,0
n,022452,0,0,0,1,20
n,022453,0,0,0,1,0
n,022454,0,0,0,1,0
n,022455,0,0,0,1,0
n,022456,0,0,0,1,0
n,022457,0,0,0,1,0
n,022458,0,0,0,1,1
n,022459,0,0,0,1,2
p,022460,0,0,0,1,1
n,022461,0,0,0,1,0
n,022462,0,0,0,1,0
n,022463,0,0,0,1,0
n,022464,0,0,0,1,6
n,022465,0,0,0,1,1
n,022466,0,0,0,1,0
n,022467,0,0,0,1,7
n,022468,0,0,0,1,0
n,022469,0,0,0,1,8
n,022470,0,0,0,1,0
n,022471,0,0,0,1,1
n,022472,0,0,0,1,0
n,022473,0,0,0,1,0
n,022474,0,0,0,1,0
n,022475,0,0,0,1,4
n,022476,0,0,0,1,2
n,022477,0,0,0,1,7
n,022478,0,0,0,1,19
n,022479,0,0,0,1,0
n,022480,0,0,0,1,0
n,022481,0,0,0,1,0
n,022482,0,0,0,1,0
n,022483,0,0,0,1,0
n,022484,0,0,0,1,0
n,022485,0,0,0,1,0
n,022486,0,0,0,1,1
n,022487,0,0,0,1,0
n,022488,0,0,0,1,0
n,022489,0,0,0,1,19
n,022490,0,1,0,1,0
n,022491,0,0,0,1,19
n,022492,0,0,0,1,0
n,022493,0,0,0,1,1
n,022494,0,0,0,1,0
n,022495,1,0,0,1,0
n,022496,2,0,0,1,1
n,022497,0,0,0,1,0
n,022498,0,0,0,1,3
n,022499,0,0,1,1,0
n,022500,0,0,0,1,1
n,022501,0,0,0,1,0
n,022502,0,0,0,1,3
n,022503,0,0,0,1,3
n,022504,0,0,0,1,6
n,022505,0,0,0,1,18
n,022506,0,0,0,1,0
n,022507,0,0,0,1,0
n,022508,0,0,0,1,0
n,022509,0,0,0,1,7
n,022510,0,0,0,1,0
n,022511,0,0,0,1,0
n,022512,0,0,0,1,3
n,022513,0,0,0,1,0
n,022514,0,0,0,1,0
n,022515,1,0,0,1,0
n,022516,0,0,0,1,26
n,022517,0,0,0,1,6
n,022518,0,0,0,1,0
n,022519,0,0,0,1,4
n,022520,0,0,0,1,23
n,022521,0,0,0,1,0
n,022522,0,0,0,1,0
n,022523,0,0,0,1,12
n,022524,0,0,0,1,0
n,022525,0,0,0,1,0
n,022526,0,0,0,1,0
n,022527,0,0,0,1,0
n,022528,0,0,0,1,0
n,022529,0,0,0,1,0
n,022530,0,0,0,1,5
n,022531,0,0,0,1,2
n,022532,0,0,0,1,0
n,022533,0,0,0,1,0
n,022534,0,0,0,1,17
n,022535,0,0,0,1,26
n,022536,0,0,0,1,0
n,022537,0,0,0,1,1
n,022538,0,0,0,1,0
n,022539,0,0,0,1,0
n,022540,0,0,0,1,0
n,022541,0,0,0,1,0
n,022542,1,0,0,1,0
n,022543,0,0,0,1,0
n,022544,0,0,0,1,0
n,022545,0,0,0,1,2
n,022546,0,0,0,1,0
n,022547,0,0,0,1,6
n,022548,0,0,0,1,140
n,022549,0,0,0,1,0
n,022550,0,0,0,1,20
n,022551,0,0,0,1,2
n,022552,0,0,0,1,2
n,022553,0,0,0,1,6
n,022554,0,0,0,1,8
n,022555,0,0,0,1,0
n,022556,0,0,0,1,11
n,022557,0,0,0,1,0
n,022558,0,0,0,1,0
n,022559,0,0,0,1,15
n,022560,0,0,0,1,0
n,022561,0,0,0,1,0
n,022562,0,0,0,1,1
n,022563,0,0,0,1,0
n,022564,0,0,0,1,5
n,022565,0,0,0,1,0
n,022566,0,0,0,1,0
n,022567,0,0,0,1,0
n,022568,0,0,0,1,1
n,022569,0,0,0,1,17
n,022570,0,0,0,1,1
n,022571,0,0,0,1,0
n,022572,0,0,0,1,0
n,022573,0,0,0,1,0
n,022574,0,0,0,1,0
n,022575,0,0,0,1,10
n,022576,0,0,0,1,0
p,022577,0,0,1,1,0
n,022578,0,0,0,1,0
n,022579,0,0,0,1,0
n,022580,0,0,0,1,2
n,022581,0,0,0,1,66
n,022582,0,0,0,1,0
n,022583,0,0,0,1,0
n,022584,0,0,0,1,0
n,022585,0,0,0,1,27
n,022586,0,0,0,1,0
n,022587,0,0,0,1,4
n,022588,0,0,0,1,0
n,022589,0,0,0,1,2
n,022590,1,0,0,1,1
n,022591,0,0,0,1,0
n,022592,0,0,0,1,0
n,022593,0,0,0,1,2
n,022594,0,0,0,1,1
n,022595,0,0,0,1,0
n,022596,0,0,0,1,1
n,022597,0,0,1,1,0
n,022598,0,0,0,1,7
n,022599,0,0,0,1,0
n,022600,0,0,0,1,0
n,022601,0,0,0,1,0
n,022602,0,0,0,1,1
n,022603,0,0,0,1,6
n,022604,0,0,0,1,1
n,022605,0,0,0,1,1
n,022606,0,0,0,1,0
n,022607,0,0,0,1,0
n,022608,0,0,0,1,1
n,022609,0,0,0,1,0
n,022610,0,0,0,1,4
n,022611,0,0,0,1,0
n,022612,0,0,0,1,0
n,022613,0,0,0,1,0
n,022614,0,0,0,1,6
n,022615,0,0,0,1,0
n,022616,0,0,0,1,0
n,022617,0,0,0,1,0
n,022618,0,0,0,1,22
n,022619,0,0,0,1,0
n,022620,0,0,0,1,0
n,022621,0,0,0,1,0
n,022622,0,0,0,1,8
n,022623,0,0,0,1,2
n,022624,0,0,0,1,0
n,022625,0,0,0,1,0
n,022626,2,0,0,1,1
n,022627,0,0,0,1,0
n,022628,0,0,0,1,6
n,022629,0,0,0,1,0
n,022630,0,0,0,1,6
n,022631,0,0,0,1,0
n,022632,0,0,0,1,0
n,022633,0,0,0,1,1
n,022634,0,0,0,1,2
n,022635,0,0,0,1,10
n,022636,0,0,0,1,14
n,022637,1,0,0,1,8
n,022638,0,0,0,1,1
n,022639,0,0,0,1,5
n,022640,0,0,0,1,3
n,022641,0,0,0,1,0
n,022642,0,0,0,1,1
n,022643,0,0,0,1,0
n,022644,0,0,0,1,9
n,022645,0,0,0,1,0
n,022646,0,0,0,1,0
n,022647,0,0,0,1,0
n,022648,0,0,0,1,1
n,022649,0,0,0,1,3
n,022650,0,0,0,1,1
n,022651,0,0,0,1,54
n,022652,0,0,0,1,1
n,022653,0,0,0,1,0
n,022654,0,0,0,1,0
n,022655,0,0,0,1,14
n,022656,0,0,0,1,19
n,022657,0,0,0,1,8
n,022658,0,0,0,1,0
n,022659,0,0,0,1,1
n,022660,0,0,0,1,28
n,022661,0,0,0,1,0
n,022662,0,0,0,1,0
n,022663,0,0,0,1,0
n,022664,0,0,0,1,0
n,022665,0,0,0,1,0
n,022666,0,0,0,1,0
n,022667,0,0,0,1,0
n,022668,0,0,0,1,0
n,022669,0,0,0,1,2
n,022670,0,0,0,1,0
n,022671,0,0,0,1,0
n,022672,0,0,0,1,5
n,022673,0,0,0,1,16
n,022674,0,0,0,1,0
n,022675,0,0,0,1,0
n,022676,0,0,0,1,1
n,022677,0,0,0,1,0
n,022678,0,0,0,1,2
n,022679,0,0,0,1,0
n,022680,0,0,0,1,0
n,022681,0,0,0,1,0
n,022682,0,0,0,1,0
n,022683,0,0,0,1,1
n,022684,0,0,1,1,0
n,022685,0,0,0,1,0
n,022686,0,0,0,1,0
n,022687,0,0,0,1,1
n,022688,0,0,0,1,0
n,022689,0,0,0,1,0
n,022690,0,0,0,1,0
n,022691,0,0,0,1,0
n,022692,0,0,0,1,0
n,022693,0,0,0,1,0
n,022694,0,0,0,1,0
n,022695,0,0,0,1,1
n,022696,0,0,0,1,2
n,022697,0,0,0,1,0
n,022698,0,0,0,1,0
n,022699,0,0,0,1,0
n,022700,0,0,0,1,54
n,022701,0,0,0,1,4
n,022702,0,0,0,1,1
n,022703,0,0,0,1,7
n,022704,0,0,0,1,0
n,022705,0,0,1,1,0
n,022706,0,0,0,1,0
n,022707,0,0,0,1,0
n,022708,0,0,0,1,0
d,022709,0,0,0,1,0
n,022710,0,0,0,1,0
n,022711,0,0,0,1,1
n,022712,0,0,0,1,15
n,022713,0,0,0,1,0
n,022714,0,0,0,1,12
n,022715,0,0,0,1,0
n,022716,0,0,0,1,2
n,022717,0,0,0,1,0
n,022718,1,0,0,1,0
n,022719,0,0,0,1,0
n,022720,0,0,0,1,0
n,022721,0,0,0,1,25
n,022722,0,0,0,1,0
n,022723,0,0,0,1,14
n,022724,0,0,0,1,5
n,022725,0,0,0,1,1
n,022726,0,0,0,1,1
n,022727,0,0,0,1,0
n,022728,0,0,0,1,0
n,022729,0,0,0,1,2
n,022730,0,0,0,1,3
n,022731,0,0,0,1,0
n,022732,0,0,0,1,0
n,022733,0,0,0,1,0
n,022734,0,0,0,1,4
n,022735,0,0,0,1,8
n,022736,0,0,0,1,2
n,022737,0,0,0,1,4
n,022738,0,0,0,1,0
n,022739,0,0,0,1,0
n,022740,0,0,0,1,0
n,022741,0,0,0,1,23
n,022742,0,0,0,1,0
n,022743,0,0,0,1,1
n,022744,0,0,0,1,3
d,022745,0,0,0,1,0
n,022746,0,0,0,1,0
n,022747,0,0,0,1,20
n,022748,0,0,0,1,0
n,022749,1,0,0,1,1
n,022750,0,0,0,1,0
n,022751,0,0,0,1,0
n,022752,0,0,0,1,0
n,022753,0,0,0,1,5
n,022754,1,0,0,1,0
n,022755,0,0,0,1,1
n,022756,0,0,0,1,2
n,022757,0,0,0,1,2
n,022758,0,0,0,1,0
n,022759,0,0,0,1,3
n,022760,0,0,0,1,1
n,022761,0,0,0,1,0
n,022762,0,0,0,1,0
n,022763,0,0,0,1,4
n,022764,0,0,0,1,3
n,022765,0,0,0,1,0
n,022766,0,0,0,1,6
n,022767,0,0,0,1,6
n,022768,0,0,0,1,0
n,022769,0,0,0,1,1
n,022770,2,0,0,1,0
n,022771,0,0,0,1,2
n,022772,0,0,0,1,0
n,022773,0,0,0,1,0
n,022774,1,0,0,1,6
n,022775,0,0,0,1,8
n,022776,0,0,0,1,0
n,022777,0,0,0,1,0
n,022778,0,0,0,1,15
n,022779,0,0,0,1,0
n,022780,0,0,0,1,0
n,022781,0,0,0,1,0
n,022782,0,0,0,1,11
n,022783,0,0,0,1,0
n,022784,0,0,0,1,0
n,022785,0,0,0,1,0
n,022786,0,0,0,1,8
n,022787,0,0,0,1,0
n,022788,0,0,0,1,1
n,022789,0,0,0,1,2
n,022790,0,0,0,1,28
n,022791,0,0,0,1,0
n,022792,0,0,0,1,1
n,022793,0,0,0,1,3
n,022794,0,0,0,1,52
n,022795,0,0,0,1,6
n,022796,0,0,0,1,0
n,022797,0,0,0,1,15
n,022798,0,0,0,1,1
n,022799,0,0,0,1,0
n,022800,0,0,0,1,0
d,022801,5,0,0,1,0
n,022802,0,0,0,1,0
n,022803,0,0,0,1,7
n,022804,0,0,0,1,0
n,022805,0,0,0,1,0
n,022806,0,0,0,1,0
n,022807,0,0,0,1,13
n,022808,0,0,0,1,23
n,022809,0,0,0,1,0
n,022810,0,0,0,1,0
n,022811,0,0,0,1,7
n,022812,0,0,0,1,4
n,022813,0,0,0,1,0
n,022814,0,0,0,1,0
n,022815,0,0,0,1,26
n,022816,0,0,0,1,0
n,022817,0,0,0,1,0
n,022818,0,0,0,1,10
n,022819,0,0,0,1,0
n,022820,0,0,0,1,0
n,022821,0,0,0,1,0
n,022822,0,0,0,1,3
n,022823,1,0,0,1,0
n,022824,4,0,0,1,6
n,022825,0,0,0,1,5
n,022826,0,0,0,1,4
n,022827,0,0,0,1,0
n,022828,2,0,0,1,0
n,022829,0,0,0,1,0
n,022830,0,0,0,1,0
n,022831,0,0,0,1,0
n,022832,0,0,0,1,0
n,022833,0,0,0,1,0
n,022834,0,0,0,1,0
n,022835,0,1,0,1,0
n,022836,0,0,0,1,1
n,022837,0,0,1,1,5
n,022838,0,0,0,1,6
n,022839,0,0,0,1,0
n,022840,0,0,0,1,0
n,022841,0,0,0,1,0
n,022842,0,0,0,1,10
n,022843,0,0,0,1,0
n,022844,0,0,0,1,5
n,022845,0,0,0,1,0
n,022846,0,0,0,1,0
n,022847,0,0,0,1,7
n,022848,0,0,0,1,0
n,022849,0,0,0,1,0
n,022850,0,0,0,1,0
n,022851,0,0,0,1,5
n,022852,0,0,0,1,0
n,022853,0,0,0,1,2
n,022854,0,0,0,1,1
n,022855,0,0,0,1,0
n,022856,0,0,0,1,0
n,022857,0,0,0,1,2
n,022858,0,0,0,1,0
n,022859,0,0,0,1,3
n,022860,0,0,0,1,2
n,022861,0,0,0,1,1
p,022862,0,0,0,1,0
n,022863,0,0,0,1,6
n,022864,0,0,0,1,0
n,022865,0,0,0,1,0
n,022866,0,0,0,1,7
n,022867,0,0,0,1,6
